Headline,Body ID,Stance,,,,,,
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1531,disagree,,,,,,
This Is a Truly Horrifying Story About a Spider,1923,disagree,,,,,,
Meteor Leaves 40-Foot Crater Near Managua's Airport,885,disagree,,,,,,
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2337,disagree,,,,,,
$YUM Serving Up #Marijuana & Fried Chicken,1814,disagree,,,,,,
Singing polar bear facing ASBO after noise complaint,2446,disagree,,,,,,
"Managua explosion not a meteorite, NASA suggests",1913,disagree,,,,,,
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',699,disagree,,,,,,
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",601,disagree,,,,,,
$YUM Serving Up #Marijuana & Fried Chicken,1933,disagree,,,,,,
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1438,disagree,,,,,,
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1931,disagree,,,,,,
"Dead for 48 minutes, this Catholic Priest claims God is female",2445,disagree,,,,,,
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",1660,disagree,,,,,,
"Hoax Report Claims 250,000 Texas Turkeys Infected With Ebola",2210,disagree,,,,,,
Newly Discovered Mass Grave Linked to Missing Mexican Students,702,disagree,,,,,,
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",720,disagree,,,,,,
SEE IT: California homeless man uses $100 gift to give food to others,1130,disagree,,,,,,
"No, Banksy has not been arrested (sigh)",974,disagree,,,,,,
NASA Raises Doubts About Reports of Nicaraguan Meteorite,966,disagree,,,,,,
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2125,disagree,,,,,,
Hundreds of Palestinians flee floods in Gaza as Israel opens dams,1392,disagree,,,,,,
Boko Haram ceasefire ignored as violence flares in Borno state,1588,disagree,,,,,,
Pope Francis turns out not to have made pets in heaven comment,1651,disagree,,,,,,
ISIS Getting Ebola,1175,disagree,,,,,,
"No, it's not Tiger Woods selling an island in Lake Mälaren",1375,disagree,,,,,,
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1776,disagree,,,,,,
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1046,disagree,,,,,,
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1971,disagree,,,,,,
Tropical spider burrowed under Bali tourist's skin,1923,disagree,,,,,,
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1797,disagree,,,,,,
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1883,disagree,,,,,,
KFC Marijuana Sales To Begin In Colorado? It’s Unbelievable — Literally,1973,disagree,,,,,,
Batman Set To Play Steve Jobs In Upcoming Biopic,1299,disagree,,,,,,
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",2283,disagree,,,,,,
God Is A Woman – Resurrected Father Narated,1521,disagree,,,,,,
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,852,disagree,,,,,,
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,2211,disagree,,,,,,
Pope Francis tells boy whose dog had died that heaven is open to all,2370,disagree,,,,,,
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1564,disagree,,,,,,
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1594,disagree,,,,,,
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1042,disagree,,,,,,
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,403,disagree,,,,,,
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,1222,disagree,,,,,,
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",2297,disagree,,,,,,
Sugarhill Gang rapper Big Bank Hank dies aged 57,2035,disagree,,,,,,
"Dead for 48 minutes, this Catholic Priest claims God is female",1521,disagree,,,,,,
ISIS Getting Ebola,2138,disagree,,,,,,
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1372,disagree,,,,,,
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",1971,disagree,,,,,,
Newly Discovered Mass Grave Linked to Missing Mexican Students,461,disagree,,,,,,
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,986,disagree,,,,,,
"Dead for 48 minutes, this Catholic Priest claims God is female",1227,disagree,,,,,,
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1883,disagree,,,,,,
"Audio captured at time of Michael Brown shooting, company says",2235,disagree,,,,,,
Tropical spider burrows under man's skin through scar,2042,disagree,,,,,,
Spider burrowed through tourist's stomach and up into his chest,1531,disagree,,,,,,
'Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December' Fake News Story Goes Viral,403,disagree,,,,,,
NET Extra: Back-from-the-dead Catholic priest claims God is a female,1227,disagree,,,,,,
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1837,disagree,,,,,,
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1019,disagree,,,,,,
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),555,disagree,,,,,,
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",572,disagree,,,,,,
High school student scores $72M playing the stock market,2407,disagree,,,,,,
China: Satirical site warns citizens over name choices,1789,disagree,,,,,,
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1880,disagree,,,,,,
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2367,disagree,,,,,,
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1819,disagree,,,,,,
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",2407,disagree,,,,,,
Meteorite strike in Nicaragua puzzles experts,885,disagree,,,,,,
Batman Set To Play Steve Jobs In Upcoming Biopic,2211,disagree,,,,,,
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,2475,disagree,,,,,,
God Is A Woman – Resurrected Father Narated,2445,disagree,,,,,,
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1299,disagree,,,,,,
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1913,disagree,,,,,,
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,729,disagree,,,,,,
Give a homeless man $100 and see what he does with it [Video],2132,disagree,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",1821,disagree,,,,,,
Christian Bale to play Steve Jobs in upcoming biopic,1846,disagree,,,,,,
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,1996,disagree,,,,,,
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,1971,disagree,,,,,,
Wife and child of Islamic State leader Baghdadi held in Lebanon,1468,disagree,,,,,,
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1226,disagree,,,,,,
Lebanon confirms holding ISIS chief’s kin,2337,disagree,,,,,,
Graffiti Artist Banksy Arrested In London; Identity Revealed,1940,disagree,,,,,,
Teen Makes $72 Million on the Stock Market,1858,disagree,,,,,,
Eyewitness Says Viral Video of Homeless Man Was Staged,2305,disagree,,,,,,
North Dakota Names Landfill After Obama,1170,disagree,,,,,,
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1819,disagree,,,,,,
"Iraq claims ISIS leader al-Baghdadi’s wife has NOT been arrested, despite Lebanon insisting woman detained at border told them she was Islamist extremist’s spouse",2283,disagree,,,,,,
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,986,disagree,,,,,,
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1468,disagree,,,,,,
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,972,disagree,,,,,,
Meteorite leaves crater in Nicaraguan capital Managua,1213,disagree,,,,,,
Spider burrowed through tourist's stomach and up into his chest,1797,disagree,,,,,,
KFC Marijuana Sales To Begin In Colorado? It’s Unbelievable — Literally,1360,disagree,,,,,,
NET Extra: Back-from-the-dead Catholic priest claims God is a female,1549,disagree,,,,,,
"Boy, 16, secretly films sex with teacher then uploads it to WhatsApp",2447,disagree,,,,,,
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,591,disagree,,,,,,
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),2042,disagree,,,,,,
Meteorite leaves crater in Nicaraguan capital Managua,1594,disagree,,,,,,
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2125,disagree,,,,,,
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1996,disagree,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",1588,disagree,,,,,,
Michelle Obama’s face blurred by Saudi state television,2453,disagree,,,,,,
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1333,disagree,,,,,,
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,1931,disagree,,,,,,
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,2260,disagree,,,,,,
Homeless man receives $100... then shocks everyone with how he spends it,794,disagree,,,,,,
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",2240,disagree,,,,,,
Bali spider burrows under Aussie’s chest,1923,disagree,,,,,,
Homeland Security says terrorists haven't crossed U.S-Mexico border,2367,disagree,,,,,,
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1321,disagree,,,,,,
"No, Banksy hasn’t been arrested",974,disagree,,,,,,
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1130,disagree,,,,,,
"Meteorite makes big crater in Nicaragua, government says",601,disagree,,,,,,
‘Feminist’ says she aborted baby because it was a boy,2014,disagree,,,,,,
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",672,disagree,,,,,,
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1056,disagree,,,,,,
Penis graffiti drawn on £1.5million Bugatti Veyron,1453,disagree,,,,,,
This Kid Made $72 Million During Lunch,1858,disagree,,,,,,
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",2515,disagree,,,,,,
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1813,disagree,,,,,,
Video messaging service verifies timing of CNN audio recording,1776,disagree,,,,,,
Priest' claim of seeing God as a woman dismissed as hoax,2240,disagree,,,,,,
Strange mark turns out to be tropical spider burrowing under vacationer's skin,2042,disagree,,,,,,
"No, That Wasn’t Paul Rudd Tackling an Airport Homophobe",2514,disagree,,,,,,
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,506,disagree,,,,,,
Nicaragua asks U.S. for help investigating meteorite crater,1573,disagree,,,,,,
Christian Bale Is Steve Jobs,1846,disagree,,,,,,
Meteorite strike in Nicaragua puzzles experts,1573,disagree,,,,,,
Man discovers spider living under his skin during Bali vacation,1923,disagree,,,,,,
ISIS Getting Ebola,1355,disagree,,,,,,
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1880,disagree,,,,,,
NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures,2370,disagree,,,,,,
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2367,disagree,,,,,,
Paul Rudd Is Not the Viral Video Hero Who Tackled a Gay Basher in Dallas,2514,disagree,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",1340,disagree,,,,,,
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1873,disagree,,,,,,
Christian Bale will not play Steve Jobs,945,disagree,,,,,,
Vandal paints penis on £1.5million Bugatti Veyron,1148,disagree,,,,,,
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1968,disagree,,,,,,
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,1929,disagree,,,,,,
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1913,disagree,,,,,,
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1521,disagree,,,,,,
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,852,disagree,,,,,,
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,1873,disagree,,,,,,
The Arrest of the ISIS Leader's Wife and Son,703,disagree,,,,,,
US confirms death of Somalia terror group leader,313,disagree,,,,,,
Small Meteorite Strikes in Nicaragua's Capital City of Managua,767,disagree,,,,,,
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1372,disagree,,,,,,
Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,1392,disagree,,,,,,
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,703,disagree,,,,,,
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),772,disagree,,,,,,
Eyewitness Says Viral Video of Homeless Man Was Staged,1925,disagree,,,,,,
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,1496,disagree,,,,,,
American hostage in Yemen freed in military raid-Defence Ministry,683,disagree,,,,,,
Nasa questions whether crater in Nicaragua caused by meteorite,1731,disagree,,,,,,
"Dead for 48 minutes, Catholic Priest claims God is female",1227,disagree,,,,,,
Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,1625,disagree,,,,,,
ESPN's Domestic Violence Panel Is Missing Something Important,1699,disagree,,,,,,
Michelle Obama’s face blurred by Saudi state television,2453,disagree,,,,,,
Pope Francis turns out not to have made pets in heaven comment,255,disagree,,,,,,
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1931,disagree,,,,,,
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),2081,disagree,,,,,,
Comcast blocks Tor,2178,disagree,,,,,,
Teacher suspended after sex session with teen pupil ends up on hardcore porn website,2447,disagree,,,,,,
Christian Bale will not play Steve Jobs,1215,disagree,,,,,,
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1846,disagree,,,,,,
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1027,disagree,,,,,,
"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",1832,disagree,,,,,,
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",2407,disagree,,,,,,
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",2445,disagree,,,,,,
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1468,disagree,,,,,,
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,498,disagree,,,,,,
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1699,disagree,,,,,,
